"","deviance"
"LOC107994697",31062.7923601946
"LOC107994694",29845.0947514887
"LOC107994700",13691.9194357167
"LOC107995008",50344.3779027077
"LOC107995007",45374.5899233093
"LOC107994709",62087.6971336827
"LOC107994777",37445.43185042
"LOC107994776",53743.7191212666
"LOC107994774",49333.6200417681
"LOC107994771",53505.1285421794
"LOC107994773",43126.2813193944
"LOC107994772",53522.7935675272
"LOC107994770",37794.3038769844
"LOC107994769",45570.4854778983
"LOC107994768",57412.8884545502
"LOC107994680",47934.0180836596
"LOC107994764",42158.140563922
"LOC107994763",58845.711633768
"LOC107994765",52891.6711825765
"LOC133666527",362.195784872203
"LOC133666526",3474.81920352267
"LOC107994761",41239.8578308451
"LOC107994766",3409.41040265199
"LOC107994977",29599.1360810397
"LOC107994975",41562.3913659719
"LOC107994976",29268.6454256339
"LOC107994719",51139.5717324959
"LOC107993083",40177.1513390017
"LOC107994760",1598.32482534842
"LOC133666438",889.850741340601
"LOC107994742",39335.1135437241
"LOC107994713",55733.0298887386
"LOC114577116",319.155303346656
"LOC107994751",1972.68747525654
"LOC107994942",44463.5682827915
"LOC107994941",42090.2989236534
"LOC107994971",17998.4117917112
"LOC107994970",3713.38595876406
"LOC133666550",760.09666465329
"LOC107994746",320.997719062913
"LOC107994677",39200.8875252854
"LOC133666554",6310.19182412065
"LOC107994983",16592.0406864217
"LOC107994699",32747.8651656014
"LOC107994914",20297.6896749208
"LOC107994913",33931.288973991
"LOC107994912",1670.37644605246
"LOC107994676",4422.55808205519
"LOC107994723",7202.57647936761
"LOC107994744",52073.715064762
"LOC107994995",23439.0556722818
"LOC107994969",57293.4065054939
"LOC107994691",31947.5072215439
"LOC107994675",86783.017305101
"LOC107994815",532.667627816003
"LOC133666593",4782.86032146026
"LOC107994813",5646.16474053914
"LOC133666592",765.019360778221
"LOC114577112",4219.18689347327
"LOC107994808",3683.97672951848
"LOC114577114",2418.82023409971
"LOC107994810",72213.35321288
"LOC107994980",54644.2648675061
"LOC107994710",33505.5337013133
"LOC107994748",36455.2713072588
"LOC107994754",15204.4810891473
"LOC107994946",32488.9240532523
"LOC133666591",17272.6776814257
"LOC107994947",32398.1830432082
"LOC107995001",38867.8350780451
"LOC107995002",16783.0103442723
"LOC107994707",92469.166803454
"LOC107995015",56508.3140218812
"LOC107994928",98280.9163798804
"LOC133666594",5098.02873529606
"LOC107994927",132685.502239928
"LOC107994944",120822.839805882
"LOC114577088",1351.1072899466
"LOC107994945",2924.13389431094
"LOC107994752",7730.0461973873
"LOC107995006",38977.3524482849
"LOC107994907",52551.2313652418
"LOC133666608",1303.12211146166
"LOC114577079",8221.75137691953
"LOC114577105",865.345750735609
"LOC107994741",4269.38055185447
"LOC133666631",1980.06336253923
"LOC133666634",12867.2351876287
"LOC107994827",34551.3705374149
"LOC133666628",67922.466730094
"LOC107994826",50569.4067257345
"LOC133666632",2985.32233109919
"LOC107994824",43259.1488218127
"LOC107994830",23379.592286013
"LOC107994989",29230.3225981477
"LOC107994988",18442.5204450838
"LOC107994916",55043.3431108311
"LOC107994915",45865.2394137143
"LOC107994910",28170.240239182
"LOC114577140",788.382244464211
"LOC107994911",56620.8704075324
"LOC107994859",311707.364296557
"LOC107994860",47536.0787670682
"LOC133665647",5381.72923206609
"LOC107994715",2191.04206309948
"LOC107994823",72242.8845851477
"LOC114577101",17201.4407013879
"LOC133666664",7882.07577234578
"LOC133666665",5505.17164208466
"LOC114577102",4082.13004173259
"LOC114577099",1408.94022337264
"LOC107994822",19467.107259521
"LOC107994821",2382.72988864799
"LOC107994745",42920.6545545706
"LOC107994837",54281.8720815406
"LOC107994836",18935.1445406364
"LOC107994835",52930.5469506396
"LOC107994834",1261.49854799356
"LOC107994674",17433.4367187758
"LOC107994833",51544.5687793015
"LOC107994832",51392.2341483352
"LOC107994831",47328.814990265
"LOC107994800",45524.8699915333
"LOC107994799",52140.0844971477
"LOC107994797",107566.794629402
"LOC133666693",6742.1814824502
"LOC133666689",2123.70098040478
"LOC133666690",1338.72938225176
"LOC107994802",1615.81183424526
"LOC133666688",917.168932877793
"LOC133666679",6196.6255039184
"LOC133666687",832.387520042184
"LOC107994798",668.648863680931
"LOC133666692",464.139115702684
"LOC107994722",12921.7830170879
"LOC107994901",69531.7299080249
"LOC107994903",55722.6503390169
"LOC107994701",45113.4210816054
"LOC107994936",2018.25100843487
"LOC107994935",2997.93473541597
"LOC114577092",422.156632204135
"LOC107995014",1660.47752041135
"LOC107994999",403.69391417182
"LOC107994755",480.127098526252
"LOC107994963",1914.45829852193
"LOC133666718",19569.0788243974
"LOC114577122",12719.1246363308
"LOC107994978",40697.9146637061
"LOC107994979",3224.54436999532
"LOC107994673",7546.95390916129
"LOC107994967",26530.3252781535
"LOC107994966",78136.2674316422
"LOC107994714",309867.02393634
"LOC133666724",1589.3832855655
"LOC107994885",306853.548622645
"LOC107994890",7593.51190611819
"LOC107994887",305487.975856581
"LOC107994889",17997.4240309537
"LOC114577150",1672.16761531693
"LOC114577151",2590.11517065239
"LOC107994877",38395.9306979458
"LOC107994873",3741.26896498872
"LOC107994872",35169.4973896955
"LOC107994875",86239.9986331796
"LOC107994876",1082.579943508
"LOC133666719",1151.4939677837
"LOC107994981",45516.4838133877
"LOC107994986",56054.5814480461
"LOC133666730",14795.8127508305
"LOC107994934",40434.119733412
"LOC107994933",57202.5791734543
"LOC107994671",36925.1988149067
"LOC107994670",17443.760184139
"LOC107994758",427.912389895063
"LOC107994919",60118.5351993795
"LOC107994964",114281.485091567
"LOC114577124",606.974627945315
"LOC133666757",5843.98853235994
"LOC107994863",52930.0720436248
"LOC108000617",5834.46451162163
"LOC107994864",3035.22382834174
"LOC107994866",3177.49438251881
"LOC133666751",1646.64473550772
"LOC107994862",12107.7949550463
"LOC107994884",15794.5399016403
"LOC133666745",15958.1031190941
"LOC133666744",407.556305226132
"LOC107994926",42122.8935438108
"LOC107994924",54889.2151508499
"LOC133666758",318.416316365115
"LOC107994850",175401.462747285
"LOC107994853",49659.0374938999
"LOC133666772",6022.70215734258
"LOC133666770",4005.22561538833
"LOC107994854",6106.91019661783
"LOC107994856",63320.7595222368
