"","size_factors"
"1092",1.63385652586124
"1093",1.75087145865021
"1094",1.6918192929257
"1095",1.6567377596817
"1096",1.57603618797082
"1097",1.54409224088982
"1098",1.60364036551616
"1099",1.66323162801982
"1100",1.60672378431384
"1101",1.71925445224651
"1102",1.65312035645532
"1103",1.59883394666186
"1104",1.74227531512461
"1105",1.68094969043951
"1106",1.69623414611528
"1107",1.62705000774462
"1108",1.69328123364611
"1109",1.63093004447775
"1110",1.57358335511869
"1111",1.67526275032813
"1112",1.74238891116202
"1113",1.14536327966363
"1114",1.64447420282526
"1115",1.58467410758763
"1116",1.75162391075996
"1117",1.54328615055773
"1118",1.64361297045568
"1119",1.72557577863065
"1120",1.69110601349154
"1121",1.63848786062356
"1122",1.57544539423414
"1123",1.04679326477228
"1124",1.63408300835482
"1125",1.53473006401733
"1126",1.78881994805035
"1127",1.69387100057318
"1128",1.65937105201723
"1129",1.74335338526305
"1130",1.75605316921895
"1131",1.67647065737278
"1132",1.65789521874438
"1133",1.30155878459669
"1134",1.54539514225061
"1135",1.61824358815531
"1136",1.56518992483241
"1137",1.83952048350575
"1138",1.79267507237689
"1139",1.72013474240086
"1140",1.67869072111721
"1141",1.6952144992042
"1142",1.59364163447268
"1143",1.60782680160031
"1144",1.62829428916558
"1145",1.45044439876907
"1146",1.69290768269876
"1147",1.75668653278713
"1148",1.61251896123552
"1149",1.63800675467564
"1150",1.81628669154555
"1151",1.81201708479258
"1152",1.31898147077367
"1153",1.70705988264574
"1154",1.74869312934694
"1155",1.71353863201017
"1156",1.09592239629793
"1157",1.71852318795921
"1158",1.71433044669487
"1159",1.4941553129747
"1160",1.68427222542597
"1161",1.65188379243808
"1162",1.56064282137972
"1163",1.70528954099786
"1164",1.52765947799638
"1165",1.65633174144419
"1166",1.74025569343299
"1167",1.65503185420733
"1168",1.57762270712999
"1169",1.65378007520834
"1170",1.58124700289069
"1171",1.72409644179457
"1172",1.20248056130228
"1173",1.2700729270151
"1174",1.66629314437744
"1175",1.72894042084336
"1176",1.61576250018403
"1177",1.48942961566836
"1178",1.69920301795373
"1179",1.69156808182169
"1180",1.62776831789185
"1181",1.71428258289464
"1182",1.63899614426761
"1183",1.62437166860979
"1184",1.63174035604818
"1185",1.60587025182993
"1186",1.63453192689632
"1187",1.12969402175489
"1188",1.70397449633389
"1189",1.67251802660655
"1190",1.58433567155068
"1191",1.57777852006119
"1192",1.63365714856396
"1193",1.66224507208491
"1194",1.61948465199669
"1195",1.65188241340336
"1196",1.73310488167705
"1197",1.6329664426044
"1198",1.71108396090348
"1199",1.62380499829121
"1200",1.8102966698842
"1201",1.68777388381919
"1202",1.75136970630492
"1203",1.64059444395385
"1204",1.7415251403904
"1205",1.58934568853775
"1206",1.65971736080863
"1207",1.55462570122639
"1208",1.46023892671333
"1209",1.71361206129356
"1210",0.857086830541807
"1211",1.81346438572513
"1212",1.65805949121981
"1213",1.59628463624826
"1214",1.75470031809414
"1215",1.72867749970308
"1216",1.71615035468821
"1217",1.74351198852693
"1218",1.65650307032187
"1219",1.66409714507504
"1220",1.65254459107252
"1221",1.61076694363258
"1222",1.40155779180025
"1223",1.85308767661609
"1224",1.70038779517424
"1225",1.66150038726631
"1226",1.52321704894701
"1227",1.5892712649217
"1228",1.69853236900728
"1229",1.72506391260357
"1230",1.42986255165791
"1231",1.69311643044423
"1232",1.58153472850049
"1233",1.72056487977461
"1234",1.57188596378638
"1235",1.73534338146974
"1236",1.7731413174904
"1237",1.62274990469567
"1238",1.659039813115
"1239",1.5537799621757
"1240",1.60644537254992
"1241",1.69675948063816
"1242",1.76785398538665
"1243",1.75098913762451
"1244",1.66008140882321
"1245",1.58184157596701
"1246",1.64642681658256
